Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time,Space
./benchmark/BIGD/20QBT_45CYC_.4D1_.4D2_9.qasm,540,9999999,9999999,,45,9999999,5(11.11%),,360(x),110(x),250(69.44%),,180(cx),132(cx),48(26.67%),,4.634690523,5.008305788
./benchmark/BIGD/20QBT_45CYC_.7D1_.1D2_9.qasm,675,9999999,9999999,,45,9999999,23(51.11%),,630(x),36(x),594(94.29%),,45(cx),39(cx),6(13.33%),,1.571842432,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.4D2_4.qasm,180,9999999,9999999,,45,9999999,11(24.44%),,0(),0(),0(-),,180(cx),110(cx),70(38.89%),,9.169349432,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.4D2_9.qasm,450,9999999,9999999,,45,9999999,6(13.33%),,270(x),96(x),174(64.44%),,180(cx),128(cx),52(28.89%),,4.620979548,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.1D2_4.qasm,225,9999999,9999999,,45,9999999,27(60.00%),,180(x),34(x),146(81.11%),,45(cx),37(cx),8(17.78%),,0.924340725,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.2D2_8.qasm,180,9999999,9999999,,45,9999999,24(53.33%),,90(x),36(x),54(60.00%),,90(cx),68(cx),22(24.44%),,2.733765125,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.1D2_8.qasm,135,9999999,9999999,,45,9999999,25(55.56%),,90(x),20(x),70(77.78%),,45(cx),35(cx),10(22.22%),,0.600102425,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.8D2_0.qasm,360,9999999,9999999,,45,9999999,2(4.44%),,0(),0(),0(-),,360(cx),223(cx),137(38.06%),,16.75674129,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.6D2_4.qasm,450,9999999,9999999,,45,9999999,3(6.67%),,180(x),82(x),98(54.44%),,270(cx),191(cx),79(29.26%),,8.890524149,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.5D2_3.qasm,405,9999999,9999999,,45,9999999,7(15.56%),,180(x),70(x),110(61.11%),,225(cx),150(cx),75(33.33%),,6.439257383,5.008305788
./benchmark/BIGD/20QBT_45CYC_.6D1_.2D2_5.qasm,630,9999999,9999999,,45,9999999,11(24.44%),,540(x),80(x),460(85.19%),,90(cx),82(cx),8(8.89%),,2.634624958,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.7D2_6.qasm,315,9999999,9999999,,45,9999999,1(2.22%),,0(),0(),0(-),,315(cx),202(cx),113(35.87%),,18.63302946,5.008305788
./benchmark/BIGD/20QBT_45CYC_.7D1_.1D2_6.qasm,675,9999999,9999999,,45,9999999,26(57.78%),,630(x),32(x),598(94.92%),,45(cx),30(cx),15(33.33%),,1.547212839,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.4D2_6.qasm,180,9999999,9999999,,45,9999999,16(35.56%),,0(),0(),0(-),,180(cx),99(cx),81(45.00%),,10.38304996,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_9.qasm,315,9999999,9999999,,45,9999999,10(22.22%),,90(x),58(x),32(35.56%),,225(cx),150(cx),75(33.33%),,9.198869467,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.1D2_3.qasm,225,9999999,9999999,,45,9999999,17(37.78%),,180(x),38(x),142(78.89%),,45(cx),37(cx),8(17.78%),,1.078717947,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.5D2_8.qasm,225,9999999,9999999,,45,9999999,8(17.78%),,0(),0(),0(-),,225(cx),156(cx),69(30.67%),,13.38817167,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.6D2_2.qasm,360,9999999,9999999,,45,9999999,3(6.67%),,90(x),48(x),42(46.67%),,270(cx),179(cx),91(33.70%),,12.9372313,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.2D2_8.qasm,360,9999999,9999999,,45,9999999,20(44.44%),,270(x),66(x),204(75.56%),,90(cx),73(cx),17(18.89%),,2.842922211,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.6D2_0.qasm,360,9999999,9999999,,45,9999999,3(6.67%),,90(x),58(x),32(35.56%),,270(cx),183(cx),87(32.22%),,10.13455725,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.3D2_3.qasm,225,9999999,9999999,,45,9999999,17(37.78%),,90(x),50(x),40(44.44%),,135(cx),99(cx),36(26.67%),,3.01408267,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.3D2_4.qasm,315,9999999,9999999,,45,9999999,11(24.44%),,180(x),66(x),114(63.33%),,135(cx),102(cx),33(24.44%),,3.41996026,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.5D2_7.qasm,225,9999999,9999999,,45,9999999,7(15.56%),,0(),0(),0(-),,225(cx),155(cx),70(31.11%),,13.17172909,5.008305788
./benchmark/BIGD/20QBT_45CYC_.6D1_.1D2_2.qasm,585,9999999,9999999,,45,9999999,18(40.00%),,540(x),48(x),492(91.11%),,45(cx),39(cx),6(13.33%),,1.427405596,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.3D2_9.qasm,495,9999999,9999999,,45,9999999,16(35.56%),,360(x),78(x),282(78.33%),,135(cx),94(cx),41(30.37%),,4.099560022,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_4.qasm,90,9999999,9999999,,45,9999999,27(60.00%),,0(),0(),0(-),,90(cx),55(cx),35(38.89%),,2.952408075,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.3D2_5.qasm,405,9999999,9999999,,45,9999999,12(26.67%),,270(x),80(x),190(70.37%),,135(cx),100(cx),35(25.93%),,3.312961102,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_7.qasm,90,9999999,9999999,,45,9999999,22(48.89%),,0(),0(),0(-),,90(cx),55(cx),35(38.89%),,2.2346766,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.1D2_2.qasm,225,9999999,9999999,,45,9999999,25(55.56%),,180(x),24(x),156(86.67%),,45(cx),30(cx),15(33.33%),,0.805361986,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.5D2_4.qasm,495,9999999,9999999,,45,9999999,4(8.89%),,270(x),114(x),156(57.78%),,225(cx),174(cx),51(22.67%),,4.769754171,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_8.qasm,45,9999999,9999999,,45,9999999,32(71.11%),,0(),0(),0(-),,45(cx),22(cx),23(51.11%),,0.130560875,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.1D2_7.qasm,405,9999999,9999999,,45,9999999,28(62.22%),,360(x),36(x),324(90.00%),,45(cx),33(cx),12(26.67%),,1.298328638,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.4D2_6.qasm,360,9999999,9999999,,45,9999999,2(4.44%),,180(x),68(x),112(62.22%),,180(cx),138(cx),42(23.33%),,5.357568979,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.5D2_2.qasm,495,9999999,9999999,,45,9999999,4(8.89%),,270(x),90(x),180(66.67%),,225(cx),175(cx),50(22.22%),,6.603647709,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.1D2_6.qasm,135,9999999,9999999,,45,9999999,28(62.22%),,90(x),34(x),56(62.22%),,45(cx),34(cx),11(24.44%),,0.6159091,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.2D2_2.qasm,180,9999999,9999999,,45,9999999,24(53.33%),,90(x),30(x),60(66.67%),,90(cx),61(cx),29(32.22%),,2.202873468,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.1D2_0.qasm,315,9999999,9999999,,45,9999999,19(42.22%),,270(x),36(x),234(86.67%),,45(cx),39(cx),6(13.33%),,1.325843573,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.7D2_2.qasm,315,9999999,9999999,,45,9999999,1(2.22%),,0(),0(),0(-),,315(cx),181(cx),134(42.54%),,20.91656327,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.3D2_2.qasm,315,9999999,9999999,,45,9999999,17(37.78%),,180(x),56(x),124(68.89%),,135(cx),91(cx),44(32.59%),,3.767959833,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.5D2_1.qasm,495,9999999,9999999,,45,9999999,4(8.89%),,270(x),104(x),166(61.48%),,225(cx),178(cx),47(20.89%),,5.091898203,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.1D2_8.qasm,315,9999999,9999999,,45,9999999,17(37.78%),,270(x),42(x),228(84.44%),,45(cx),36(cx),9(20.00%),,1.241291285,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.6D2_8.qasm,360,9999999,9999999,,45,9999999,7(15.56%),,90(x),58(x),32(35.56%),,270(cx),175(cx),95(35.19%),,9.93569231,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_3.qasm,315,9999999,9999999,,45,9999999,6(13.33%),,90(x),58(x),32(35.56%),,225(cx),168(cx),57(25.33%),,4.513064623,5.008305788
./benchmark/BIGD/20QBT_45CYC_.7D1_.1D2_8.qasm,675,9999999,9999999,,45,9999999,27(60.00%),,630(x),30(x),600(95.24%),,45(cx),31(cx),14(31.11%),,1.414045095,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.7D2_5.qasm,315,9999999,9999999,,45,9999999,-1(-2.22%),,0(),0(),0(-),,315(cx),192(cx),123(39.05%),,17.99080205,5.008305788
./benchmark/BIGD/20QBT_45CYC_.5D1_.1D2_6.qasm,495,9999999,9999999,,45,9999999,29(64.44%),,450(x),26(x),424(94.22%),,45(cx),30(cx),15(33.33%),,1.257955313,5.008305788
./benchmark/BIGD/20QBT_45CYC_.7D1_.1D2_5.qasm,675,9999999,9999999,,45,9999999,31(68.89%),,630(x),42(x),588(93.33%),,45(cx),35(cx),10(22.22%),,1.65195775,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.5D2_9.qasm,495,9999999,9999999,,45,9999999,4(8.89%),,270(x),102(x),168(62.22%),,225(cx),159(cx),66(29.33%),,6.005526543,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.1D2_4.qasm,405,9999999,9999999,,45,9999999,23(51.11%),,360(x),36(x),324(90.00%),,45(cx),37(cx),8(17.78%),,1.12499547,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.8D2_2.qasm,360,9999999,9999999,,45,9999999,-1(-2.22%),,0(),0(),0(-),,360(cx),202(cx),158(43.89%),,19.97717762,5.008305788
./benchmark/BIGD/20QBT_45CYC_.5D1_.2D2_2.qasm,540,9999999,9999999,,45,9999999,13(28.89%),,450(x),60(x),390(86.67%),,90(cx),77(cx),13(14.44%),,2.509894133,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.5D2_4.qasm,225,9999999,9999999,,45,9999999,7(15.56%),,0(),0(),0(-),,225(cx),142(cx),83(36.89%),,12.35611439,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.6D2_5.qasm,450,9999999,9999999,,45,9999999,3(6.67%),,180(x),94(x),86(47.78%),,270(cx),175(cx),95(35.19%),,5.905055523,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.1D2_7.qasm,225,9999999,9999999,,45,9999999,14(31.11%),,180(x),40(x),140(77.78%),,45(cx),41(cx),4(8.89%),,0.823080301,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.2D2_6.qasm,270,9999999,9999999,,45,9999999,17(37.78%),,180(x),48(x),132(73.33%),,90(cx),72(cx),18(20.00%),,2.296121836,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.1D2_0.qasm,405,9999999,9999999,,45,9999999,27(60.00%),,360(x),32(x),328(91.11%),,45(cx),37(cx),8(17.78%),,0.965533972,5.008305788
./benchmark/BIGD/20QBT_45CYC_.6D1_.1D2_6.qasm,585,9999999,9999999,,45,9999999,25(55.56%),,540(x),32(x),508(94.07%),,45(cx),31(cx),14(31.11%),,1.48966527,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.5D2_5.qasm,405,9999999,9999999,,45,9999999,3(6.67%),,180(x),84(x),96(53.33%),,225(cx),183(cx),42(18.67%),,5.587818384,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_4.qasm,315,9999999,9999999,,45,9999999,3(6.67%),,90(x),44(x),46(51.11%),,225(cx),158(cx),67(29.78%),,8.694276094,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.6D2_3.qasm,450,9999999,9999999,,45,9999999,2(4.44%),,180(x),90(x),90(50.00%),,270(cx),194(cx),76(28.15%),,6.778981924,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.2D2_7.qasm,180,9999999,9999999,,45,9999999,17(37.78%),,90(x),42(x),48(53.33%),,90(cx),63(cx),27(30.00%),,1.950823307,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.1D2_5.qasm,405,9999999,9999999,,45,9999999,23(51.11%),,360(x),32(x),328(91.11%),,45(cx),41(cx),4(8.89%),,1.184909344,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.4D2_3.qasm,360,9999999,9999999,,45,9999999,8(17.78%),,180(x),74(x),106(58.89%),,180(cx),140(cx),40(22.22%),,5.28672719,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.1D2_0.qasm,135,9999999,9999999,,45,9999999,20(44.44%),,90(x),30(x),60(66.67%),,45(cx),38(cx),7(15.56%),,0.637269258,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.4D2_0.qasm,360,9999999,9999999,,45,9999999,7(15.56%),,180(x),84(x),96(53.33%),,180(cx),136(cx),44(24.44%),,3.972406387,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.5D2_4.qasm,405,9999999,9999999,,45,9999999,4(8.89%),,180(x),72(x),108(60.00%),,225(cx),167(cx),58(25.78%),,6.883294344,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.7D2_1.qasm,315,9999999,9999999,,45,9999999,0(-),,0(),0(),0(-),,315(cx),192(cx),123(39.05%),,18.01984167,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.7D2_4.qasm,405,9999999,9999999,,45,9999999,3(6.67%),,90(x),56(x),34(37.78%),,315(cx),199(cx),116(36.83%),,11.68269825,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.4D2_3.qasm,180,9999999,9999999,,45,9999999,16(35.56%),,0(),0(),0(-),,180(cx),96(cx),84(46.67%),,9.94986105,5.008305788
./benchmark/BIGD/20QBT_45CYC_.6D1_.1D2_9.qasm,585,9999999,9999999,,45,9999999,20(44.44%),,540(x),42(x),498(92.22%),,45(cx),38(cx),7(15.56%),,1.476139545,5.008305788
./benchmark/BIGD/20QBT_45CYC_.5D1_.2D2_0.qasm,540,9999999,9999999,,45,9999999,14(31.11%),,450(x),72(x),378(84.00%),,90(cx),81(cx),9(10.00%),,3.069858789,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.3D2_3.qasm,315,9999999,9999999,,45,9999999,16(35.56%),,180(x),70(x),110(61.11%),,135(cx),94(cx),41(30.37%),,3.228773117,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.3D2_7.qasm,405,9999999,9999999,,45,9999999,10(22.22%),,270(x),74(x),196(72.59%),,135(cx),110(cx),25(18.52%),,3.428655624,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.3D2_8.qasm,225,9999999,9999999,,45,9999999,16(35.56%),,90(x),40(x),50(55.56%),,135(cx),96(cx),39(28.89%),,4.068058014,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.2D2_3.qasm,360,9999999,9999999,,45,9999999,18(40.00%),,270(x),64(x),206(76.30%),,90(cx),79(cx),11(12.22%),,2.234590054,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.2D2_0.qasm,270,9999999,9999999,,45,9999999,17(37.78%),,180(x),48(x),132(73.33%),,90(cx),69(cx),21(23.33%),,2.170665979,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.7D2_6.qasm,405,9999999,9999999,,45,9999999,-1(-2.22%),,90(x),62(x),28(31.11%),,315(cx),216(cx),99(31.43%),,12.5765903,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.2D2_8.qasm,450,9999999,9999999,,45,9999999,13(28.89%),,360(x),58(x),302(83.89%),,90(cx),73(cx),17(18.89%),,2.514185667,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.6D2_9.qasm,450,9999999,9999999,,45,9999999,4(8.89%),,180(x),78(x),102(56.67%),,270(cx),176(cx),94(34.81%),,8.246047497,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.3D2_8.qasm,495,9999999,9999999,,45,9999999,18(40.00%),,360(x),80(x),280(77.78%),,135(cx),98(cx),37(27.41%),,4.087098598,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.2D2_2.qasm,270,9999999,9999999,,45,9999999,21(46.67%),,180(x),36(x),144(80.00%),,90(cx),60(cx),30(33.33%),,2.44721055,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.3D2_5.qasm,135,9999999,9999999,,45,9999999,24(53.33%),,0(),0(),0(-),,135(cx),79(cx),56(41.48%),,7.074605703,5.008305788
./benchmark/BIGD/20QBT_45CYC_.5D1_.1D2_2.qasm,495,9999999,9999999,,45,9999999,19(42.22%),,450(x),42(x),408(90.67%),,45(cx),35(cx),10(22.22%),,1.28041482,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.3D2_8.qasm,135,9999999,9999999,,45,9999999,25(55.56%),,0(),0(),0(-),,135(cx),80(cx),55(40.74%),,5.995507956,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.1D2_4.qasm,135,9999999,9999999,,45,9999999,29(64.44%),,90(x),26(x),64(71.11%),,45(cx),33(cx),12(26.67%),,0.751574755,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.7D2_9.qasm,405,9999999,9999999,,45,9999999,0(-),,90(x),66(x),24(26.67%),,315(cx),230(cx),85(26.98%),,13.32622838,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.4D2_1.qasm,450,9999999,9999999,,45,9999999,11(24.44%),,270(x),88(x),182(67.41%),,180(cx),125(cx),55(30.56%),,4.57237792,5.008305788
./benchmark/BIGD/20QBT_45CYC_.5D1_.3D2_9.qasm,585,9999999,9999999,,45,9999999,5(11.11%),,450(x),82(x),368(81.78%),,135(cx),109(cx),26(19.26%),,4.637481213,5.008305788
./benchmark/BIGD/20QBT_45CYC_.7D1_.1D2_7.qasm,675,9999999,9999999,,45,9999999,25(55.56%),,630(x),36(x),594(94.29%),,45(cx),35(cx),10(22.22%),,1.716166019,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.2D2_5.qasm,450,9999999,9999999,,45,9999999,14(31.11%),,360(x),52(x),308(85.56%),,90(cx),71(cx),19(21.11%),,1.749078274,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.4D2_2.qasm,270,9999999,9999999,,45,9999999,11(24.44%),,90(x),54(x),36(40.00%),,180(cx),123(cx),57(31.67%),,4.219193697,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.3D2_3.qasm,405,9999999,9999999,,45,9999999,11(24.44%),,270(x),92(x),178(65.93%),,135(cx),113(cx),22(16.30%),,3.669202328,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.3D2_5.qasm,495,9999999,9999999,,45,9999999,10(22.22%),,360(x),86(x),274(76.11%),,135(cx),105(cx),30(22.22%),,4.328407288,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.6D2_5.qasm,360,9999999,9999999,,45,9999999,6(13.33%),,90(x),54(x),36(40.00%),,270(cx),179(cx),91(33.70%),,7.787071466,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.4D2_8.qasm,180,9999999,9999999,,45,9999999,11(24.44%),,0(),0(),0(-),,180(cx),126(cx),54(30.00%),,7.812398195,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.8D2_4.qasm,360,9999999,9999999,,45,9999999,-2(-4.44%),,0(),0(),0(-),,360(cx),207(cx),153(42.50%),,24.41014123,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_2.qasm,45,9999999,9999999,,45,9999999,28(62.22%),,0(),0(),0(-),,45(cx),24(cx),21(46.67%),,0.243042469,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.4D2_5.qasm,180,9999999,9999999,,45,9999999,18(40.00%),,0(),0(),0(-),,180(cx),111(cx),69(38.33%),,7.205526114,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.6D2_0.qasm,450,9999999,9999999,,45,9999999,3(6.67%),,180(x),90(x),90(50.00%),,270(cx),179(cx),91(33.70%),,8.261770248,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.1D2_7.qasm,315,9999999,9999999,,45,9999999,23(51.11%),,270(x),42(x),228(84.44%),,45(cx),37(cx),8(17.78%),,0.875384808,5.008305788
./benchmark/BIGD/20QBT_45CYC_.5D1_.1D2_1.qasm,495,9999999,9999999,,45,9999999,20(44.44%),,450(x),32(x),418(92.89%),,45(cx),33(cx),12(26.67%),,1.365880728,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.1D2_1.qasm,225,9999999,9999999,,45,9999999,17(37.78%),,180(x),36(x),144(80.00%),,45(cx),42(cx),3(6.67%),,0.761196136,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.4D2_7.qasm,270,9999999,9999999,,45,9999999,4(8.89%),,90(x),50(x),40(44.44%),,180(cx),140(cx),40(22.22%),,6.483286858,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.6D2_3.qasm,360,9999999,9999999,,45,9999999,2(4.44%),,90(x),60(x),30(33.33%),,270(cx),183(cx),87(32.22%),,10.43556428,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.1D2_3.qasm,405,9999999,9999999,,45,9999999,26(57.78%),,360(x),30(x),330(91.67%),,45(cx),38(cx),7(15.56%),,1.416739702,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_6.qasm,45,9999999,9999999,,45,9999999,32(71.11%),,0(),0(),0(-),,45(cx),19(cx),26(57.78%),,0.086013317,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.2D2_7.qasm,360,9999999,9999999,,45,9999999,22(48.89%),,270(x),66(x),204(75.56%),,90(cx),81(cx),9(10.00%),,1.806275845,5.008305788
./benchmark/BIGD/20QBT_45CYC_.6D1_.1D2_0.qasm,585,9999999,9999999,,45,9999999,29(64.44%),,540(x),40(x),500(92.59%),,45(cx),35(cx),10(22.22%),,1.384053707,5.008305788
./benchmark/BIGD/20QBT_45CYC_.1D1_.1D2_1.qasm,135,9999999,9999999,,45,9999999,24(53.33%),,90(x),42(x),48(53.33%),,45(cx),39(cx),6(13.33%),,0.689352751,5.008305788
./benchmark/BIGD/20QBT_45CYC_.7D1_.1D2_3.qasm,675,9999999,9999999,,45,9999999,24(53.33%),,630(x),36(x),594(94.29%),,45(cx),35(cx),10(22.22%),,1.713303804,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.1D2_2.qasm,405,9999999,9999999,,45,9999999,22(48.89%),,360(x),36(x),324(90.00%),,45(cx),42(cx),3(6.67%),,1.025113344,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.3D2_8.qasm,405,9999999,9999999,,45,9999999,10(22.22%),,270(x),86(x),184(68.15%),,135(cx),114(cx),21(15.56%),,2.835674763,5.008305788
./benchmark/BIGD/20QBT_45CYC_.7D1_.1D2_4.qasm,675,9999999,9999999,,45,9999999,24(53.33%),,630(x),36(x),594(94.29%),,45(cx),33(cx),12(26.67%),,1.527991772,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.6D2_3.qasm,270,9999999,9999999,,45,9999999,8(17.78%),,0(),0(),0(-),,270(cx),175(cx),95(35.19%),,19.57186365,5.008305788
./benchmark/BIGD/20QBT_45CYC_.2D1_.3D2_6.qasm,315,9999999,9999999,,45,9999999,14(31.11%),,180(x),70(x),110(61.11%),,135(cx),97(cx),38(28.15%),,3.244862795,5.008305788
./benchmark/BIGD/20QBT_45CYC_.0D1_.8D2_7.qasm,360,9999999,9999999,,45,9999999,2(4.44%),,0(),0(),0(-),,360(cx),197(cx),163(45.28%),,19.78288722,5.008305788
./benchmark/BIGD/20QBT_45CYC_.3D1_.5D2_3.qasm,495,9999999,9999999,,45,9999999,4(8.89%),,270(x),90(x),180(66.67%),,225(cx),170(cx),55(24.44%),,6.548363924,5.008305788
./benchmark/BIGD/20QBT_45CYC_.5D1_.2D2_8.qasm,540,9999999,9999999,,45,9999999,14(31.11%),,450(x),66(x),384(85.33%),,90(cx),80(cx),10(11.11%),,2.552551031,5.008305788
./benchmark/BIGD/20QBT_45CYC_.4D1_.4D2_5.qasm,540,9999999,9999999,,45,9999999,5(11.11%),,360(x),92(x),268(74.44%),,180(cx),143(cx),37(20.56%),,5.242797852,5.008305788
./benchmark/BIGD/20QBT_45CYC_.5D1_.2D2_6.qasm,540,9999999,9999999,,45,9999999,15(33.33%),,450(x),66(x),384(85.33%),,90(cx),79(cx),11(12.22%),,2.674993515,5.008305788
